display_name,name,description,parrent,children
,,,,ISO -> 49 -> 49.030 -> 49.030.50
,,,,ISO -> 49 -> 49.030 -> 49.030.60
,,,,ISO -> 49 -> 49.030 -> 49.030.99
ISO -> 49 -> 49.030 -> 49.030.01,49.030.01,Fasteners in general,ISO -> 49 -> 49.030,
ISO -> 49 -> 49.030 -> 49.030.10,49.030.10,"Screw threadsScrew threads for general use, see21.040",ISO -> 49 -> 49.030,
ISO -> 49 -> 49.030 -> 49.030.20,49.030.20,"Bolts, screws, studs",ISO -> 49 -> 49.030,
ISO -> 49 -> 49.030 -> 49.030.30,49.030.30,Nuts,ISO -> 49 -> 49.030,
ISO -> 49 -> 49.030 -> 49.030.50,49.030.50,Washers and other locking elements,ISO -> 49 -> 49.030,
ISO -> 49 -> 49.030 -> 49.030.60,49.030.60,Rivets,ISO -> 49 -> 49.030,
ISO -> 49 -> 49.030 -> 49.030.99,49.030.99,Other fasteners,ISO -> 49 -> 49.030,
ISO -> 49 -> 49.035,49.035,"Components for aerospace constructionIncluding bearings, rod ends and other mechanical componentsTyres for aircraft, see83.160.20",ISO -> 49,
ISO -> 49 -> 49.040,49.040,"Coatings and related processes used in aerospace industryCoatings for general use, see25.220",ISO -> 49,
ISO -> 49 -> 49.045,49.045,Structure and structure elements,ISO -> 49,
ISO -> 49 -> 49.050,49.050,Aerospace engines and propulsion systemsIncluding fuel systems,ISO -> 49,
ISO -> 49 -> 49.060,49.060,Aerospace electric equipment and systemsIncluding Avionics,ISO -> 49,
ISO -> 49 -> 49.080,49.080,Aerospace fluid systems and components,ISO -> 49,
ISO -> 49 -> 49.090,49.090,On-board equipment and instrumentsIncluding navigation instruments and telecommunications equipment,ISO -> 49,
ISO -> 49 -> 49.095,49.095,Passenger and cabin equipment,ISO -> 49,
ISO -> 49 -> 49.100,49.100,Ground service and maintenance equipment,ISO -> 49,
ISO -> 49 -> 49.120,49.120,"Cargo equipmentAir mode containers, pallets and nets, see55.180.30",ISO -> 49,
ISO -> 49 -> 49.140,49.140,"Space systems and operationsIncluding space data and information transfer systems, and ground support equipment for launch site operations",ISO -> 49,
ISO -> 53,53,Materials handling equipment,ISO,ISO -> 53 -> 53.020
,,,,ISO -> 53 -> 53.040
,,,,ISO -> 53 -> 53.060
,,,,ISO -> 53 -> 53.080
,,,,ISO -> 53 -> 53.100
ISO -> 53 -> 53.020,53.020,"Lifting equipmentLifting equipment for shipbuilding, see47.020.40Lifts and escalators, see91.140.90",ISO -> 53,ISO -> 53 -> 53.020 -> 53.020.01
,,,,ISO -> 53 -> 53.020 -> 53.020.20
,,,,ISO -> 53 -> 53.020 -> 53.020.30
,,,,ISO -> 53 -> 53.020 -> 53.020.99
ISO -> 53 -> 53.020 -> 53.020.01,53.020.01,"Lifting appliances in generalLifting platforms for disabled people, see11.180.10",ISO -> 53 -> 53.020,
ISO -> 53 -> 53.020 -> 53.020.20,53.020.20,"CranesIncluding mobile cranes, tower cranes, jib cranes, bridge cranes, etc.",ISO -> 53 -> 53.020,
ISO -> 53 -> 53.020 -> 53.020.30,53.020.30,"Accessories for lifting equipmentIncluding lifting hooks, shackles, link chains, wire ropes, etc.Wire ropes and link chains for general use, see77.140.65",ISO -> 53 -> 53.020,
ISO -> 53 -> 53.020 -> 53.020.99,53.020.99,Other lifting equipmentIncluding elevating work platforms,ISO -> 53 -> 53.020,
ISO -> 53 -> 53.040,53.040,Continuous handling equipment,ISO -> 53,ISO -> 53 -> 53.040 -> 53.040.01
,,,,ISO -> 53 -> 53.040 -> 53.040.10
,,,,ISO -> 53 -> 53.040 -> 53.040.20
,,,,ISO -> 53 -> 53.040 -> 53.040.30
,,,,ISO -> 53 -> 53.040 -> 53.040.99
ISO -> 53 -> 53.040 -> 53.040.01,53.040.01,Continuous handling equipment in general,ISO -> 53 -> 53.040,
ISO -> 53 -> 53.040 -> 53.040.10,53.040.10,Conveyors,ISO -> 53 -> 53.040,
ISO -> 53 -> 53.040 -> 53.040.20,53.040.20,"Components for conveyorsIncluding conveyor belts, chains, chain wheels, etc.",ISO -> 53 -> 53.040,
ISO -> 53 -> 53.040 -> 53.040.30,53.040.30,Pneumatic transport and its components,ISO -> 53 -> 53.040,
ISO -> 53 -> 53.040 -> 53.040.99,53.040.99,Other continuous handling equipment,ISO -> 53 -> 53.040,
ISO -> 53 -> 53.060,53.060,"Industrial trucksIncluding fork-lift trucks, sliding platforms, etc.Trucks and trailers, see43.080.10",ISO -> 53,
ISO -> 53 -> 53.080,53.080,"Storage equipmentIncluding loading devices, shelves, etc.Storing and warehousing, see55.220Installations for storage of agricultural produce, see65.040.20Shelving for shops, see97.130.10",ISO -> 53,
ISO -> 53 -> 53.100,53.100,"Earth-moving machineryIncluding tractors, excavators, loaders, graders, etc.",ISO -> 53,
ISO -> 55,55,Packaging and distribution of goods,ISO,ISO -> 55 -> 55.020
,,,,ISO -> 55 -> 55.040
,,,,ISO -> 55 -> 55.080
,,,,ISO -> 55 -> 55.100
,,,,ISO -> 55 -> 55.120
,,,,ISO -> 55 -> 55.130
,,,,ISO -> 55 -> 55.140
,,,,ISO -> 55 -> 55.180
ISO -> 55 -> 55.020,55.020,Packaging and distribution of goods in general,ISO -> 55,
ISO -> 55 -> 55.040,55.040,"Packaging materials and accessoriesIncluding wrappers, paper, films, foils, cords, sealing devices, cushioning, etc.Adhesive tapes for general purposes, see83.180",ISO -> 55,
ISO -> 55 -> 55.080,55.080,"Sacks. BagsIncluding sachets, envelopes",ISO -> 55,
ISO -> 55 -> 55.100,55.100,"Bottles. Pots. JarsSmall containers for liquids and their closuresContainers for transfusion use, see11.040.20Containers for pharmaceutical preparations, see11.120.99",ISO -> 55,
ISO -> 55 -> 55.120,55.120,Cans. Tins. TubesLight gauge metal and plastics containers,ISO -> 55,
ISO -> 55 -> 55.130,55.130,Aerosol containers,ISO -> 55,
ISO -> 55 -> 55.140,55.140,"Barrels. Drums. CanistersContainers mainly for transportation of fluids, including also casks, pails, large tin cans for shipping materials, etc.Fluid storage devices, see23.020",ISO -> 55,
ISO -> 55 -> 55.180,55.180,Freight distribution of goods,ISO -> 55,ISO -> 55 -> 55.180 -> 55.180.01
,,,,ISO -> 55 -> 55.180 -> 55.180.10
,,,,ISO -> 55 -> 55.180 -> 55.180.20
,,,,ISO -> 55 -> 55.180 -> 55.180.30
,,,,ISO -> 55 -> 55.180 -> 55.180.40
,,,,ISO -> 55 -> 55.180 -> 55.180.99
ISO -> 55 -> 55.180 -> 55.180.01,55.180.01,Freight distribution of goods in general,ISO -> 55 -> 55.180,
ISO -> 55 -> 55.180 -> 55.180.10,55.180.10,General purpose containers,ISO -> 55 -> 55.180,
ISO -> 55 -> 55.180 -> 55.180.20,55.180.20,General purpose pallets,ISO -> 55 -> 55.180,
ISO -> 55 -> 55.180 -> 55.180.30,55.180.30,"Air mode containers, pallets and nets",ISO -> 55 -> 55.180,
ISO -> 55 -> 55.180 -> 55.180.40,55.180.40,"Complete, filled transport packagesIncluding reusable packages and unit loads",ISO -> 55 -> 55.180,
ISO -> 55 -> 55.180 -> 55.180.99,55.180.99,Other standards related to freight distribution of goodsIncluding intermediate bulk containers,ISO -> 55 -> 55.180,
ISO -> 59,59,Textile and leather technology,ISO,ISO -> 59 -> 59.020
,,,,ISO -> 59 -> 59.060
,,,,ISO -> 59 -> 59.080
,,,,ISO -> 59 -> 59.100
,,,,ISO -> 59 -> 59.120
,,,,ISO -> 59 -> 59.140
ISO -> 59 -> 59.020,59.020,Processes of the textile industry,ISO -> 59,
ISO -> 59 -> 59.060,59.060,Textile fibres,ISO -> 59,ISO -> 59 -> 59.060 -> 59.060.01
,,,,ISO -> 59 -> 59.060 -> 59.060.10
,,,,ISO -> 59 -> 59.060 -> 59.060.20
ISO -> 59 -> 59.060 -> 59.060.01,59.060.01,Textile fibres in generalIncluding mixtures of fibres,ISO -> 59 -> 59.060,
ISO -> 59 -> 59.060 -> 59.060.10,59.060.10,Natural fibres,ISO -> 59 -> 59.060,
ISO -> 59 -> 59.060 -> 59.060.20,59.060.20,Man-made fibres,ISO -> 59 -> 59.060,
ISO -> 59 -> 59.080,59.080,"Products of the textile industryMaterials for the reinforcement of composites, see59.100Fishing nets, see65.150Upholstery, see97.140Textile floor coverings, see97.150Home textiles and linen, see97.160",ISO -> 59,ISO -> 59 -> 59.080 -> 59.080.01
,,,,ISO -> 59 -> 59.080 -> 59.080.20
,,,,ISO -> 59 -> 59.080 -> 59.080.30
,,,,ISO -> 59 -> 59.080 -> 59.080.40
,,,,ISO -> 59 -> 59.080 -> 59.080.50
,,,,ISO -> 59 -> 59.080 -> 59.080.70
ISO -> 59 -> 59.080 -> 59.080.01,59.080.01,Textiles in generalIncluding colour fastness of textiles,ISO -> 59 -> 59.080,
ISO -> 59 -> 59.080 -> 59.080.20,59.080.20,"YarnsIncluding plied yarns, textured yarns, threads",ISO -> 59 -> 59.080,
ISO -> 59 -> 59.080 -> 59.080.30,59.080.30,"Textile fabricsIncluding nonwovens, felts, lace, etc.",ISO -> 59 -> 59.080,
ISO -> 59 -> 59.080 -> 59.080.40,59.080.40,Coated fabrics,ISO -> 59 -> 59.080,
ISO -> 59 -> 59.080 -> 59.080.50,59.080.50,"RopesIncluding strings, straps, bandsWire ropes for lifting, see53.020.30Steel wire ropes, see77.140.65",ISO -> 59 -> 59.080,
ISO -> 59 -> 59.080 -> 59.080.70,59.080.70,GeotextilesIncluding geosynthetics,ISO -> 59 -> 59.080,
ISO -> 59 -> 59.100,59.100,Materials for the reinforcement of composites,ISO -> 59,ISO -> 59 -> 59.100 -> 59.100.01
,,,,ISO -> 59 -> 59.100 -> 59.100.10
,,,,ISO -> 59 -> 59.100 -> 59.100.20
ISO -> 59 -> 59.100 -> 59.100.01,59.100.01,Materials for the reinforcement of composites in general,ISO -> 59 -> 59.100,
ISO -> 59 -> 59.100 -> 59.100.10,59.100.10,Textile glass materials,ISO -> 59 -> 59.100,
ISO -> 59 -> 59.100 -> 59.100.20,59.100.20,Carbon materials,ISO -> 59 -> 59.100,
ISO -> 59 -> 59.120,59.120,Textile machinery,ISO -> 59,ISO -> 59 -> 59.120 -> 59.120.01
,,,,ISO -> 59 -> 59.120 -> 59.120.10
,,,,ISO -> 59 -> 59.120 -> 59.120.20
,,,,ISO -> 59 -> 59.120 -> 59.120.30
,,,,ISO -> 59 -> 59.120 -> 59.120.40
,,,,ISO -> 59 -> 59.120 -> 59.120.50
,,,,ISO -> 59 -> 59.120 -> 59.120.99
ISO -> 59 -> 59.120 -> 59.120.01,59.120.01,Textile machinery in general,ISO -> 59 -> 59.120,
ISO -> 59 -> 59.120 -> 59.120.10,59.120.10,"Spinning, twisting and texturing machinesIncluding machines and equipment for manufacturing man-made filaments and fibres and for preparing fibres for spinning",ISO -> 59 -> 59.120,
ISO -> 59 -> 59.120 -> 59.120.20,59.120.20,"Winding machines and equipmentIncluding machines and equipment for reeling, balling, warping, sizing, beaming, etc. of yarns",ISO -> 59 -> 59.120,
ISO -> 59 -> 59.120 -> 59.120.30,59.120.30,Looms. Weaving machines,ISO -> 59 -> 59.120,
ISO -> 59 -> 59.120 -> 59.120.40,59.120.40,Knitting machinesIncluding household knitting machines,ISO -> 59 -> 59.120,
ISO -> 59 -> 59.120 -> 59.120.50,59.120.50,"Dyeing and finishing equipmentLaundry appliances, see97.060",ISO -> 59 -> 59.120,
ISO -> 59 -> 59.120 -> 59.120.99,59.120.99,Other textile machinery,ISO -> 59 -> 59.120,
ISO -> 59 -> 59.140,59.140,"Leather technologyIncluding fur and imitation leatherFootwear, see61.060Sewing machines and machines for footwear production, see61.080",ISO -> 59,ISO -> 59 -> 59.140 -> 59.140.01
,,,,ISO -> 59 -> 59.140 -> 59.140.20
,,,,ISO -> 59 -> 59.140 -> 59.140.30
,,,,ISO -> 59 -> 59.140 -> 59.140.35
,,,,ISO -> 59 -> 59.140 -> 59.140.99
ISO -> 59 -> 59.140 -> 59.140.01,59.140.01,Leather technology in general,ISO -> 59 -> 59.140,
ISO -> 59 -> 59.140 -> 59.140.20,59.140.20,"Raw skins, hides and pelts",ISO -> 59 -> 59.140,
ISO -> 59 -> 59.140 -> 59.140.30,59.140.30,Leather and furs,ISO -> 59 -> 59.140,
ISO -> 59 -> 59.140 -> 59.140.35,59.140.35,"Leather productsIncluding trunks, suitcases, handbags, purses, wallets, dog-collars, etc. made of materials other than leatherProducts of the clothing industry, see61",ISO -> 59 -> 59.140,
ISO -> 59 -> 59.140 -> 59.140.99,59.140.99,Other standards related to leather technology,ISO -> 59 -> 59.140,
ISO -> 61,61,Clothing industry,ISO,ISO -> 61 -> 61.020
,,,,ISO -> 61 -> 61.040
,,,,ISO -> 61 -> 61.060
,,,,ISO -> 61 -> 61.080
ISO -> 61 -> 61.020,61.020,"ClothesIncluding underwear, nightwear, knitwear, military clothing, hosiery, etc. and their labelling and size coding schemesMedical garments, see11.140Protective clothing, see13.340.10",ISO -> 61,
ISO -> 61 -> 61.040,61.040,"Headgear. Clothing accessories. Fastening of clothingIncluding ties, gloves, scarves, handkerchiefs, belts, braces, buttons, zip-fasteners, umbrellas, etc.Protective headgear, see13.340.20Protective gloves, see13.340.40",ISO -> 61,
ISO -> 61 -> 61.060,61.060,"FootwearIncluding shoelacesProtective footwear, see13.340.50",ISO -> 61,
ISO -> 61 -> 61.080,61.080,"Sewing machines and other equipment for the clothing industryIncluding household sewing machinesWashing machines, driers, ironing and pressing appliances, see97.060",ISO -> 61,
ISO -> 65,65,Agriculture,ISO,ISO -> 65 -> 65.020
,,,,ISO -> 65 -> 65.040
,,,,ISO -> 65 -> 65.060
,,,,ISO -> 65 -> 65.080
,,,,ISO -> 65 -> 65.100
,,,,ISO -> 65 -> 65.120
,,,,ISO -> 65 -> 65.140
,,,,ISO -> 65 -> 65.145
,,,,ISO -> 65 -> 65.150
,,,,ISO -> 65 -> 65.160
ISO -> 65 -> 65.020,65.020,"Farming and forestryPedology, soil analysis, see13.080Logging, see79.020",ISO -> 65,ISO -> 65 -> 65.020 -> 65.020.01
,,,,ISO -> 65 -> 65.020 -> 65.020.20
,,,,ISO -> 65 -> 65.020 -> 65.020.30
,,,,ISO -> 65 -> 65.020 -> 65.020.40
ISO -> 65 -> 65.020 -> 65.020.01,65.020.01,Farming and forestry in general,ISO -> 65 -> 65.020,
ISO -> 65 -> 65.020 -> 65.020.20,65.020.20,"Plant growingIncluding horticulture, floriculture, seeds, plant diseases",ISO -> 65 -> 65.020,
ISO -> 65 -> 65.020 -> 65.020.30,65.020.30,"Animal husbandry and breedingIncluding sanitary inspectionVeterinary medicine, see11.220",ISO -> 65 -> 65.020,
ISO -> 65 -> 65.020 -> 65.020.40,65.020.40,Landscaping and silviculture,ISO -> 65 -> 65.020,
ISO -> 65 -> 65.040,65.040,"Farm buildings, structures and installations",ISO -> 65,ISO -> 65 -> 65.040 -> 65.040.10
,,,,ISO -> 65 -> 65.040 -> 65.040.20
,,,,ISO -> 65 -> 65.040 -> 65.040.99
ISO -> 65 -> 65.040 -> 65.040.10,65.040.10,"Livestock buildings, installations and equipmentIncluding milking machines",ISO -> 65 -> 65.040,
ISO -> 65 -> 65.040 -> 65.040.20,65.040.20,Buildings and installations for processing and storage of agricultural produceIncluding slaughterhouses and related equipment,ISO -> 65 -> 65.040,
ISO -> 65 -> 65.040 -> 65.040.99,65.040.99,Other standards related to farm buildings and installations,ISO -> 65 -> 65.040,
ISO -> 65 -> 65.060,65.060,"Agricultural machines, implements and equipmentTyres for agricultural machinery, see83.160.30",ISO -> 65,ISO -> 65 -> 65.060 -> 65.060.01
,,,,ISO -> 65 -> 65.060 -> 65.060.10
,,,,ISO -> 65 -> 65.060 -> 65.060.20
,,,,ISO -> 65 -> 65.060 -> 65.060.25
,,,,ISO -> 65 -> 65.060 -> 65.060.30
,,,,ISO -> 65 -> 65.060 -> 65.060.35
,,,,ISO -> 65 -> 65.060 -> 65.060.40
,,,,ISO -> 65 -> 65.060 -> 65.060.50
,,,,ISO -> 65 -> 65.060 -> 65.060.60
,,,,ISO -> 65 -> 65.060 -> 65.060.70
,,,,ISO -> 65 -> 65.060 -> 65.060.80
,,,,ISO -> 65 -> 65.060 -> 65.060.99
ISO -> 65 -> 65.060 -> 65.060.01,65.060.01,Agricultural machines and equipment in general,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.10,65.060.10,Agricultural tractors and trailed vehicles,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.20,65.060.20,Soil-working equipment,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.25,65.060.25,"Equipment for storage, preparation and distribution of fertilizers",ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.30,65.060.30,Sowing and planting equipment,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.35,65.060.35,Irrigation and drainage equipment,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.40,65.060.40,Plant care equipment,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.50,65.060.50,Harvesting equipment,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.60,65.060.60,Viticultural and wine-making equipment,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.70,65.060.70,"Horticultural equipmentIncluding lawnmowers, equipment for olive cultivation and olive production",ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.80,65.060.80,Forestry equipmentIncluding chain- and brush-saws,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.060 -> 65.060.99,65.060.99,Other agricultural machines and equipment,ISO -> 65 -> 65.060,
ISO -> 65 -> 65.080,65.080,FertilizersIncluding soil conditioners and culture medium,ISO -> 65,
ISO -> 65 -> 65.100,65.100,Pesticides and other agrochemicals,ISO -> 65,ISO -> 65 -> 65.100 -> 65.100.01
ISO -> 65 -> 65.100 -> 65.100.01,65.100.01,Pesticides and other agrochemicals in general,ISO -> 65 -> 65.100,
ISO -> 65 -> 65.120,65.120,"Animal feeding stuffsMicrobiology of animal feeding stuffs, see07.100.30",ISO -> 65,
ISO -> 65 -> 65.140,65.140,"BeekeepingIncluding equipment and installations for beekeepingHoney, see67.180.10",ISO -> 65,
ISO -> 65 -> 65.145,65.145,HuntingIncluding equipment and installations for hunting,ISO -> 65,
ISO -> 65 -> 65.150,65.150,"Fishing and fish breedingIncluding hunting of marine mammals and reptiles, collection and breeding of aquatic molluscs and other marine products, equipment and installations for fishing and fish breeding, etc.Water for fish breeding, see13.060.25Fish and fishery products, see67.120.30",ISO -> 65,
ISO -> 65 -> 65.160,65.160,"Tobacco, tobacco products and related equipment",ISO -> 65,
ISO -> 67,67,Food technology,ISO,ISO -> 67 -> 67.020
,,,,ISO -> 67 -> 67.040
,,,,ISO -> 67 -> 67.050
,,,,ISO -> 67 -> 67.060
,,,,ISO -> 67 -> 67.080
,,,,ISO -> 67 -> 67.100
,,,,ISO -> 67 -> 67.120
,,,,ISO -> 67 -> 67.140
,,,,ISO -> 67 -> 67.160
,,,,ISO -> 67 -> 67.180
,,,,ISO -> 67 -> 67.190
,,,,ISO -> 67 -> 67.200
,,,,ISO -> 67 -> 67.220
,,,,ISO -> 67 -> 67.240
,,,,ISO -> 67 -> 67.250
,,,,ISO -> 67 -> 67.260
ISO -> 67 -> 67.020,67.020,Processes in the food industryIncluding food hygiene and food safety,ISO -> 67,
ISO -> 67 -> 67.040,67.040,Food products in general,ISO -> 67,
ISO -> 67 -> 67.050,67.050,"General methods of tests and analysis for food productsFood microbiology, see07.100.30Sensory analysis, see67.240",ISO -> 67,
ISO -> 67 -> 67.060,67.060,"Cereals, pulses and derived productsIncluding grains, corn, flours, baked products, etc.",ISO -> 67,
ISO -> 67 -> 67.080,67.080,"Fruits. VegetablesIncluding canned, dried and quick-frozen fruits and vegetablesFruit and vegetable juices and nectars, see67.160.20",ISO -> 67,ISO -> 67 -> 67.080 -> 67.080.01
,,,,ISO -> 67 -> 67.080 -> 67.080.10
,,,,ISO -> 67 -> 67.080 -> 67.080.20
ISO -> 67 -> 67.080 -> 67.080.01,67.080.01,"Fruits, vegetables and derived products in general",ISO -> 67 -> 67.080,
ISO -> 67 -> 67.080 -> 67.080.10,67.080.10,Fruits and derived productsIncluding nuts,ISO -> 67 -> 67.080,
ISO -> 67 -> 67.080 -> 67.080.20,67.080.20,"Vegetables and derived productsIncluding tomato concentrates, ketchup, etc.",ISO -> 67 -> 67.080,
ISO -> 67 -> 67.100,67.100,Milk and milk products,ISO -> 67,ISO -> 67 -> 67.100 -> 67.100.01
,,,,ISO -> 67 -> 67.100 -> 67.100.10
,,,,ISO -> 67 -> 67.100 -> 67.100.20
,,,,ISO -> 67 -> 67.100 -> 67.100.30
,,,,ISO -> 67 -> 67.100 -> 67.100.40
,,,,ISO -> 67 -> 67.100 -> 67.100.99
ISO -> 67 -> 67.100 -> 67.100.01,67.100.01,Milk and milk products in general,ISO -> 67 -> 67.100,
ISO -> 67 -> 67.100 -> 67.100.10,67.100.10,"Milk and processed milk productsIncluding dried milk, condensed milk and evaporated milk",ISO -> 67 -> 67.100,
ISO -> 67 -> 67.100 -> 67.100.20,67.100.20,Butter,ISO -> 67 -> 67.100,
ISO -> 67 -> 67.100 -> 67.100.30,67.100.30,"CheeseIncluding cottage cheese, whey cheese",ISO -> 67 -> 67.100,
ISO -> 67 -> 67.100 -> 67.100.40,67.100.40,Ice cream and ice confectioneryIncluding sorbets,ISO -> 67 -> 67.100,
ISO -> 67 -> 67.100 -> 67.100.99,67.100.99,Other milk products,ISO -> 67 -> 67.100,
ISO -> 67 -> 67.120,67.120,"Meat, meat products and other animal produceIncluding frozen products",ISO -> 67,ISO -> 67 -> 67.120 -> 67.120.10
,,,,ISO -> 67 -> 67.120 -> 67.120.20
,,,,ISO -> 67 -> 67.120 -> 67.120.30
ISO -> 67 -> 67.120 -> 67.120.10,67.120.10,Meat and meat products,ISO -> 67 -> 67.120,
ISO -> 67 -> 67.120 -> 67.120.20,67.120.20,Poultry and eggs,ISO -> 67 -> 67.120,
ISO -> 67 -> 67.120 -> 67.120.30,67.120.30,Fish and fishery productsIncluding aquatic molluscs and other marine products,ISO -> 67 -> 67.120,
ISO -> 67 -> 67.140,67.140,Tea. Coffee. Cocoa,ISO -> 67,ISO -> 67 -> 67.140 -> 67.140.10
,,,,ISO -> 67 -> 67.140 -> 67.140.20
,,,,ISO -> 67 -> 67.140 -> 67.140.30
ISO -> 67 -> 67.140 -> 67.140.10,67.140.10,TeaIncluding herb teas,ISO -> 67 -> 67.140,
ISO -> 67 -> 67.140 -> 67.140.20,67.140.20,Coffee and coffee substitutes,ISO -> 67 -> 67.140,
ISO -> 67 -> 67.140 -> 67.140.30,67.140.30,Cocoa,ISO -> 67 -> 67.140,
ISO -> 67 -> 67.160,67.160,Beverages,ISO -> 67,ISO -> 67 -> 67.160 -> 67.160.20
ISO -> 67 -> 67.160 -> 67.160.20,67.160.20,"Non-alcoholic beveragesIncluding juices, nectars, mineral waters, lemonades, root beer, cola drinks, etc.Tea, coffee, cocoa, see67.140",ISO -> 67 -> 67.160,
ISO -> 67 -> 67.180,67.180,Sugar. Sugar products. Starch,ISO -> 67,ISO -> 67 -> 67.180 -> 67.180.10
,,,,ISO -> 67 -> 67.180 -> 67.180.20
ISO -> 67 -> 67.180 -> 67.180.10,67.180.10,"Sugar and sugar productsIncluding molasses, sweets, sugar confectionary, honey, etc.",ISO -> 67 -> 67.180,
ISO -> 67 -> 67.180 -> 67.180.20,67.180.20,"Starch and derived productsIncluding glucose syrups, etc.",ISO -> 67 -> 67.180,
ISO -> 67 -> 67.190,67.190,Chocolate,ISO -> 67,
ISO -> 67 -> 67.200,67.200,Edible oils and fats. Oilseeds,ISO -> 67,ISO -> 67 -> 67.200 -> 67.200.10
,,,,ISO -> 67 -> 67.200 -> 67.200.20
ISO -> 67 -> 67.200 -> 67.200.10,67.200.10,"Animal and vegetable fats and oilsButter, see67.100.20",ISO -> 67 -> 67.200,
ISO -> 67 -> 67.200 -> 67.200.20,67.200.20,Oilseeds,ISO -> 67 -> 67.200,
ISO -> 67 -> 67.220,67.220,Spices and condiments. Food additives,ISO -> 67,ISO -> 67 -> 67.220 -> 67.220.10
,,,,ISO -> 67 -> 67.220 -> 67.220.20
ISO -> 67 -> 67.220 -> 67.220.10,67.220.10,Spices and condiments,ISO -> 67 -> 67.220,
ISO -> 67 -> 67.220 -> 67.220.20,67.220.20,"Food additivesIncluding salt, vinegar, food preservation additives, etc.",ISO -> 67 -> 67.220,
ISO -> 67 -> 67.240,67.240,Sensory analysis,ISO -> 67,
ISO -> 67 -> 67.250,67.250,"Materials and articles in contact with foodstuffsIncluding catering containers, and materials and articles in contact with drinking water",ISO -> 67,
ISO -> 67 -> 67.260,67.260,"Plants and equipment for the food industryRefrigerating equipment, see27.200Cold rooms, see97.130.20",ISO -> 67,
ISO -> 71,71,Chemical technology,ISO,ISO -> 71 -> 71.020
,,,,ISO -> 71 -> 71.040
,,,,ISO -> 71 -> 71.060
,,,,ISO -> 71 -> 71.080
,,,,ISO -> 71 -> 71.100
,,,,ISO -> 71 -> 71.120
ISO -> 71 -> 71.020,71.020,"Production in the chemical industryIncluding plant layout and services, process design and control, processing operations, security measures, etc.",ISO -> 71,
ISO -> 71 -> 71.040,71.040,Analytical chemistry,ISO -> 71,ISO -> 71 -> 71.040 -> 71.040.10
,,,,ISO -> 71 -> 71.040 -> 71.040.20
,,,,ISO -> 71 -> 71.040 -> 71.040.30
,,,,ISO -> 71 -> 71.040 -> 71.040.40
,,,,ISO -> 71 -> 71.040 -> 71.040.50
,,,,ISO -> 71 -> 71.040 -> 71.040.99
ISO -> 71 -> 71.040 -> 71.040.10,71.040.10,"Chemical laboratories. Laboratory equipmentIncluding hydrometers, alcoholometers, etc.Apparatus for measurement of volume, mass, density, viscosity, see17.060Spectroscopes, see17.180.30Temperature-measuring instruments, see17.200.20Laboratory ware, see71.040.20",ISO -> 71 -> 71.040,
ISO -> 71 -> 71.040 -> 71.040.20,71.040.20,Laboratory ware and related apparatus,ISO -> 71 -> 71.040,
ISO -> 71 -> 71.040 -> 71.040.30,71.040.30,Chemical reagentsIncluding reference materials,ISO -> 71 -> 71.040,
ISO -> 71 -> 71.040 -> 71.040.40,71.040.40,Chemical analysisIncluding analysis of gases and surface chemical analysis,ISO -> 71 -> 71.040,
ISO -> 71 -> 71.040 -> 71.040.50,71.040.50,Physicochemical methods of analysisIncluding spectrophotometric and chromatographic analysis,ISO -> 71 -> 71.040,
ISO -> 71 -> 71.040 -> 71.040.99,71.040.99,Other standards related to analytical chemistry,ISO -> 71 -> 71.040,
ISO -> 71 -> 71.060,71.060,Inorganic chemicals,ISO -> 71,ISO -> 71 -> 71.060 -> 71.060.01
,,,,ISO -> 71 -> 71.060 -> 71.060.10
,,,,ISO -> 71 -> 71.060 -> 71.060.20
,,,,ISO -> 71 -> 71.060 -> 71.060.30
,,,,ISO -> 71 -> 71.060 -> 71.060.40
,,,,ISO -> 71 -> 71.060 -> 71.060.50
,,,,ISO -> 71 -> 71.060 -> 71.060.99
ISO -> 71 -> 71.060 -> 71.060.01,71.060.01,Inorganic chemicals in general,ISO -> 71 -> 71.060,
ISO -> 71 -> 71.060 -> 71.060.10,71.060.10,Chemical elements,ISO -> 71 -> 71.060,
ISO -> 71 -> 71.060 -> 71.060.20,71.060.20,"OxidesIncluding dioxides, peroxides, etc.",ISO -> 71 -> 71.060,
ISO -> 71 -> 71.060 -> 71.060.30,71.060.30,Acids,ISO -> 71 -> 71.060,
ISO -> 71 -> 71.060 -> 71.060.40,71.060.40,Bases,ISO -> 71 -> 71.060,
